id_number	City	State	ZipCode	Age	Company	Longitude	StreetAddress	Street Number	Latitude	lat_2
1481	Lubbock	TX	79401	30	Rossi Auto Parts	-101.765859	551 Smithfield Avenue	551	33.497183	33
1482	Reston	MD	20191	29	DGS VolMAX	-77.438093	1904 Village View Drive	1904	38.935104	38
1483	Orem	UT	84058	74	Jackhammer Technologies	-111.745518	801 Kemper Lane	801	40.268696	40
1484	Stonewall	OK	74871	69	Martin's	-96.495165	1361 Luke Lane	1361	34.569219	34
1485	Gilbert	AZ	85233	81	Mr. D's IGA	-111.90914	1394 Polk Street	1394	33.367272	33
1486	Framingham	MA	1702	60	Spaceage Stereo	-71.501046	3340 Christie Way	3340	42.32617	42
1487	Jacksonville	FL	32207	72	Cougar Investment	-81.726053	1261 Cherry Tree Drive	1261	30.308773	30
1488	Pittsburgh	PA	15213	32	Circus World	-79.970019	1860 Chandler Hollow Road	1860	40.413367	40
1489	Camden	NJ	8102	85	Castle Realty	-75.168048	4798 American Drive	4798	40.009798	40
1490	Eagle	ID	83642	39	Marianne	-116.472124	2568 Poplar Chase Lane	2568	43.723027	43
1491	Southfield	MI	48075	65	Specialty Restaurant Group	-83.134186	3495 Hayhurst Lane	3495	42.402326	42
1492	Champaign	IL	61820	56	Forum Cafeterias	-88.335603	4730 Spring Street	4730	40.057335	40
1493	Fort Wayne	IN	46809	30	Blue Boar Cafeterias	-85.285862	2416 Windy Ridge Road	2416	41.030071	41
1494	Teterboro	NJ	7608	20	Fireball	-74.114222	2587 Hilltop Haven Drive	2587	40.951153	40
1495	Selinsgrove	PA	17870	64	Casa Bonita	-76.885349	526 Conference Center Way	526	40.821903	40
1496	Phoenix	AZ	85003	69	Kleinhans	-112.113602	359 Coplin Avenue	359	33.45279	33
1497	Kenner	LA	70065	56	Ole's	-90.328161	225 Paul Wayne Haggerty Road	225	29.940297	29
1498	Newport Beach	CA	92660	82	Kinney Shoes	-117.8608	2377 Oakwood Circle	2377	33.554934	33
1499	Salem	OR	97301	28	Newhair	-122.971086	2290 Mattson Street	2290	44.868909	44
1500	Nashville	TN	37203	33	University Stereo	-86.851588	967 Frum Street	967	36.201445	36
1501	Willacoochee	GA	31650	49	Town and Country Convenience Stores	-83.041996	645 Lilac Lane	645	31.440661	31
1502	Fresno	CA	93721	38	Heilig-Meyers	-119.815565	2795 Chicago Avenue	2795	36.752129	36
1503	Elmsford	NY	10523	35	Mervyn's	-73.905191	917 Pallet Street	917	40.996592	40
1504	Baltimore	MD	21201	80	The Pink Pig Tavern	-76.552394	2314 Hewes Avenue	2314	39.263605	39
1505	Fort Pierce	FL	34950	69	Media Play	-80.419958	3810 Travis Street	3810	27.478006	27
1506	Columbia	SC	29201	83	Official All Star Café	-81.104313	1619 Still Pastures Drive	1619	34.021409	34
1507	Deer Park	TX	77536	50	Showbiz Pizza Place	-95.113206	3114 Candlelight Drive	3114	29.616418	29
1508	Wooster	OH	44691	23	Cougar Investment	-81.902401	3475 Rivendell Drive	3475	40.847258	40
1509	Buffalo	NY	14204	24	Tee Town	-78.781767	3933 Cherry Ridge Drive	3933	42.900735	42
1510	Wilmington	NC	28405	78	Reliable Guidance	-77.858553	168 Happy Hollow Road	168	34.293528	34
1511	Alhambra	CA	91801	42	Kelsey's Neighbourhood Bar & Grill	-118.073967	522 Red Maple Drive	522	34.167065	34
1512	Coral Gables	FL	33134	56	Integra Investment Plan	-80.25397	2212 Marigold Lane	2212	25.83027	25
1513	Sault Sainte Marie	MI	49783	38	Blue Boar Cafeterias	-84.262221	4288 Pinewood Avenue	4288	46.410377	46
1514	Sells	AZ	85634	67	Bugle Boy	-111.967649	4968 Parkway Drive	4968	31.980136	31
1515	Clatonia	NE	68328	23	Megatronic	-96.857416	947 Bungalow Road	947	40.563002	40
1516	Houston	TX	77028	60	PriceRite Warehouse Club	-95.387633	2385 Bird Spring Lane	2385	29.7994	29
1517	Anderson	SC	29621	71	Oklahoma Tire & Supply Company	-82.576531	3554 Mill Street	3554	34.576843	34
1518	Charlotte	NC	28202	49	Value Giant	-80.878415	4887 McVaney Road	4887	35.27289	35
1519	Bristol	TN	37620	71	Total Quality	-82.245161	714 Broadway Avenue	714	36.50499	36
1520	Dekalb	IL	60115	63	Erlebacher's	-88.704604	2342 Custer Street	2342	41.888325	41
1521	Pittsburgh	PA	15222	41	Wise Solutions	-80.041913	4470 Spruce Drive	4470	40.354309	40
1522	Kingston	NY	12401	27	Lum's	-74.013092	930 Benedum Drive	930	41.970646	41
1523	Newtown	CT	6470	29	Albers Super Markets	-73.340594	1813 Cheshire Road	1813	41.403382	41
1524	Springfield	ID	83277	73	Konsili	-112.626702	3413 Poplar Chase Lane	3413	42.965906	42
1525	Winston Salem	NC	27101	51	Rolling Thunder	-80.179044	386 Bryan Street	386	36.100244	36
1526	Norfolk	VA	23502	56	ABC Markets	-76.278984	3917 Allison Avenue	3917	36.76828	36
1527	Garden Grove	CA	92643	28	Flipside Records	-117.897609	1956 Cimmaron Road	1956	33.695308	33
1528	Billings	MT	59102	71	Wag's	-108.549578	2564 Coolidge Street	2564	45.733543	45
1529	Louisville	KY	40205	23	Burger Chef	-85.626211	660 Cerullo Road	660	38.303459	38
1530	Tallahassee	FL	32301	35	Lindsley's Lumber	-84.31131	4814 Drainer Avenue	4814	30.519326	30
1531	Mercedes	TX	78570	50	County Market	-97.999132	3594 Hemlock Lane	3594	26.279835	26
1532	Gainesville	GA	30501	62	Rainbow Bay Crafts	-83.794797	4407 Elk Creek Road	4407	34.249766	34
1533	Philadelphia	PA	19108	65	Eagle Food Centers	-75.085003	2795 Bastin Drive	2795	39.940735	39
1534	Fort Lee	NJ	7024	47	Piccolo Mondo	-74.033893	2462 West Side Avenue	2462	40.805243	40
1535	Oregon House	CA	95962	56	Tweeter	-121.262954	3873 Eagles Nest Drive	3873	39.26472	39
1536	Cicero	IL	60650	83	Belle Lady	-87.794744	2284 Hog Camp Road	2284	41.829213	41
1537	Cooperstown	ND	58425	44	Fit Tonic	-98.183531	2625 Findley Avenue	2625	47.399996	47
1538	Abilene	TX	79605	48	Liberal	-99.800281	4384 Anthony Avenue	4384	32.379535	32
1539	Huntington	NY	11743	80	Best Biz Survis	-73.43904	3838 Gnatty Creek Road	3838	40.822265	40
1540	Newark	NJ	7102	81	Master Builder Design Services	-74.233155	3628 Red Bud Lane	3628	40.787817	40
1541	Farmersville	CA	93223	34	JumboSports	-119.277042	3735 Heritage Road	3735	36.34166	36
1542	Columbus	GA	31901	62	Future Plan	-85.009165	50 Davis Street	50	32.419366	32
1543	Irvine	CA	92614	44	Sagebrush	-117.93325	1454 Cimmaron Road	1454	33.636181	33
1544	Charlestown	MA	2129	19	Food Mart	-71.112605	3470 Rockford Road	3470	42.353165	42
1545	Kansas City	MO	64134	36	Bold Ideas	-94.558784	1198 White Oak Drive	1198	38.887044	38
1546	Tunica	MS	38676	48	Powerbod	-90.474674	4234 Brownton Road	4234	34.576259	34
1547	Charlotte	NC	28202	53	Aaronson Furniture	-80.91028	2911 Red Dog Road	2911	35.208262	35
1548	Syosset	NY	11791	46	id Boutiques	-73.596974	3432 Jarvisville Road	3432	40.772916	40
1549	Butlerville	OH	45241	54	Miller & Rhoads	-84.079598	2131 Round Table Drive	2131	39.236	39
1550	Hartford	CT	6103	68	Quality Realty Service	-72.726428	2347 Airplane Avenue	2347	41.704722	41
1551	Warrensville Heights	OH	44128	82	Mr. AG's	-81.544449	135 Hiddenview Drive	135	41.450942	41
1552	Tulsa	OK	74146	25	Wetson's	-95.861385	1196 Bridge Street	1196	36.030577	36
1553	Table Rock	NE	68447	78	Frank's Nursery & Crafts	-96.053599	3559 North Avenue	3559	40.276763	40
1554	New Cambria	MO	63558	63	Elm Farm	-92.733258	1279 Fairmont Avenue	1279	39.657021	39
1555	Panola	GA	30058	73	Eden Lawn Service	-84.260332	384 Elkview Drive	384	33.642274	33
1556	Orlando	FL	32810	30	Gallenkamp	-81.495101	73 Stoneybrook Road	73	28.571823	28
1557	Madison	WI	53703	43	Brooks Fashions	-89.355262	171 Primrose Lane	171	43.025696	43
1558	Kanawha	IA	50447	67	Super Place	-93.849876	3740 Park Boulevard	3740	42.884999	42
1559	Tampa	FL	33602	68	Integra Wealth	-82.392143	18 Mapleview Drive	18	28.012437	28
1560	San Francisco	CA	94115	76	Father & Son	-122.47796	4870 Roosevelt Street	4870	37.698202	37
1561	Story	WY	82842	69	Walt's IGA	-106.855904	4965 Thorn Street	4965	44.585739	44
1562	Harrisburg	PA	17102	60	Incredible Universe	-76.83667	1326 Lincoln Drive	1326	40.218399	40
1563	Troy	MI	48098	64	Suadela Investment	-83.14314	2969 Tennessee Avenue	2969	42.574142	42
1564	Reserve	NM	87830	39	Kiddie City	-108.636979	4982 Bird Street	4982	33.829213	33
1565	White Plains	NY	10601	20	Auto Works	-73.682575	1800 Taylor Street	1800	40.958645	40
1566	Hartford	CT	6103	71	Flipside Records	-72.612393	1085 Counts Lane	1085	41.706788	41
1567	Cranes Mill	TX	78130	53	Cala Foods	-98.649444	55 Watson Lane	55	29.644788	29
1568	Moultrie	GA	31768	79	Simply Appraisals	-83.812259	2882 Locust Street	2882	31.154182	31
1569	Albany	NY	12206	52	Odyssey Records & Tapes	-73.749427	1021 Hardesty Street	1021	42.772146	42
1570	Eddington	PA	19020	67	Strength Gurus	-74.87005	1612 Rocky Road	1612	40.175687	40
1571	Washington	DC	20024	27	Schweggmanns	-77.039412	315 Massachusetts Avenue	315	38.934199	38
1572	Harvester	MO	63301	67	Datacorp	-90.595423	721 Rodney Street	721	38.717173	38
1573	Saginaw	MI	48603	46	Infinite Wealth Planners	-84.009291	2305 Cross Street	2305	43.374009	43
1574	El Toro	CA	92630	39	Chess King	-117.743836	3164 Peck Court	3164	33.58872	33
1575	Buffalo	NY	14211	43	Universal Design Partners	-78.859225	3695 Jarvis Street	3695	42.837801	42
1576	Summit	NJ	7901	82	Alladin Realty	-74.434529	4051 Spring Haven Trail	4051	40.719066	40
1577	Huntington	WV	25701	31	Father & Son	-82.497052	1635 Hall Valley Drive	1635	38.394447	38
1578	Goshen	IN	46526	81	Nobil	-85.88085	7 Villa Drive	7	41.4936	41
1579	Taylor	MI	48180	62	Protean	-83.323305	2459 Prudence Street	2459	42.142224	42
1580	New London	CT	6320	62	Herman's World of Sporting Goods	-72.139845	4423 Hart Street	4423	41.337715	41
1581	Battle Ground	WA	98604	58	Freedom Map	-122.426333	2171 Mutton Town Road	2171	45.747199	45
1582	Sac City	IA	50583	38	Fellowship Investments	-94.954717	1125 Centennial Farm Road	1125	42.50109	42
1583	Corpus Christi	TX	78401	64	Baltimore Markets	-97.367589	1636 Washington Street	1636	27.890756	27
1584	Belle Prairie	IL	62828	76	Herman's World of Sporting Goods	-88.481724	3780 College View	3780	40.634906	40
1585	Lansing	MI	48933	78	Poore Simon's	-84.457429	2436 Elk Avenue	2436	42.637442	42
1586	Carlsbad	CA	92009	19	Leath Furniture	-117.22622	4713 Grim Avenue	4713	33.128148	33
1587	Olean	NY	14760	59	Sambo's	-78.419943	3291 Walt Nuzum Farm Road	3291	42.175392	42
1588	Charlotte	SC	28217	81	Tech Hifi	-80.912733	3908 Traction Street	3908	35.24747	35
1589	South Fork	CO	81154	39	Pioneer Chicken	-106.612918	3980 Snider Street	3980	37.698523	37
1590	Huntington	NY	11743	50	Schucks Auto Supply	-73.380657	3417 Turkey Pen Road	3417	40.900381	40
1591	Frederick	MD	21701	58	Alladin Realty	-77.354849	292 Wilmar Farm Road	292	39.40829	39
1592	San Diego	CA	92103	75	Weathervane	-117.252788	3008 Ocello Street	3008	32.731274	32
1593	Cambridge	MA	2138	84	York Steak House	-71.063478	4240 Hinkle Lake Road	4240	42.370328	42
1594	Chantilly	VA	22021	29	Country Club Markets	-77.50094	1056 Perine Street	1056	38.818424	38
1595	Pueblo	CO	81007	31	Handy Dan	-104.724157	2244 Berry Street	2244	38.308659	38
1596	New York	NY	10013	81	Two Pesos	-73.942817	2257 Forest Avenue	2257	40.771646	40
1597	Fosston	MN	56542	44	Adaptas	-95.673444	3968 Ferrell Street	3968	47.630335	47
1598	Eddyville	OR	97343	50	Four Leaf Clover	-123.817467	2077 Skinner Hollow Road	2077	44.557198	44
1599	Hyattsville	MD	20783	74	Integra Investment Service	-76.983327	210 Cost Avenue	210	38.945344	38
1600	Colorado Springs	CO	80903	45	Big Star Markets	-104.763859	668 Snider Street	668	38.747144	38
1601	Cumberland	MD	21502	25	PriceRite Warehouse Club	-78.861026	4805 Bluff Street	4805	39.632381	39
1602	Watonga	OK	73772	26	The Record Shops at TSS	-98.405597	932 Simpson Square	932	35.989043	35
1603	Culver	OR	97734	80	Suncoast Video	-121.099815	2862 Haymond Rocks Road	2862	44.537178	44
1604	Paoli	PA	19301	20	Bell Markets	-75.405529	1302 Lyndon Street	1302	40.09935	40
1605	Scranton	PA	18503	64	Friendly Advice	-75.619392	3911 Stoney Lonesome Road	3911	41.436922	41
1606	Davidson	NC	28036	49	Garden Master	-80.870927	3894 Snyder Avenue	3894	35.468233	35
1607	Chicago	IL	60605	68	Integra Investment Plan	-87.564469	1515 University Drive	1515	41.789194	41
1608	Saint Louis	MO	63102	80	Electronic Geek	-90.104284	1571 Mandan Road	1571	38.551632	38
1609	Springfield	MO	65806	68	Paper Cutter	-93.237853	2943 Chandler Drive	2943	37.14288	37
1610	Luther	OK	73054	73	Security Sporting Goods	-97.195651	154 Ottis Street	154	35.650105	35
1611	Rochelle Park	NJ	7662	84	Strategic Profit	-74.101022	706 Desert Broom Court	706	40.89382	40
1612	Jacksonville	NC	28540	82	One-Up Realty	-77.566326	1148 Layman Avenue	1148	34.840524	34
1613	Brooklyn	NY	11226	31	Datacorp	-73.888111	4062 Briercliff Road	4062	40.563032	40
1614	Riverside	CA	92507	59	ManCharm	-117.24922	4249 Denver Avenue	4249	33.988483	33
1615	Trenton	FL	32693	67	Carrols Restaurant Group	-82.729718	532 George Street	532	29.570553	29
1616	Philadelphia	MS	39350	64	Judy's	-89.050128	4924 Walnut Street	4924	32.883844	32
1617	Houston	TX	77032	61	Dynatronics Accessories	-95.395965	1389 Burwell Heights Road	1389	30.064448	30
1618	Jacksonville	AR	72099	52	Vari-Tec	-92.192055	3958 Dawson Drive	3958	34.917167	34
1619	Yosemite	CA	95389	57	Singer Lumber	-119.463729	4002 Freedom Lane	4002	37.818649	37
1620	Hartford	CT	6103	20	Coast to Coast Hardware	-72.577249	883 Raoul Wallenberg Place	883	41.721834	41
1621	Omaha	NE	68154	75	Trak Auto	-96.023376	2039 Commerce Boulevard	2039	41.19601	41
1622	Morrisonville	IL	62546	42	Konsili	-89.440281	4761 University Hill Road	4761	39.496654	39
1623	Charbaneau	OR	97002	66	The Wiz	-122.784961	870 Illinois Avenue	870	45.191286	45
1624	Ottumwa	IA	52501	38	Saturday Matinee	-92.409923	2536 Morningview Lane	2536	41.061762	41
1625	Lynchburg	VA	24501	63	Wild Oats Markets	-79.105911	569 Worley Avenue	569	37.290143	37
1626	Dixie	ID	83525	85	Coconut's	-115.518303	4053 Modoc Alley	4053	43.398661	43
1627	Fords	NJ	8863	82	Bay Furniture	-74.354373	2405 Finwood Road	2405	40.455187	40
1628	Syracuse	NY	13202	46	Pomeroy's	-76.182295	4939 Plainfield Avenue	4939	43.04028	43
1629	Pittsburgh	PA	15212	58	Waves Music	-79.947806	651 Jacobs Street	651	40.496018	40
1630	Silver Spring	MD	20910	34	Pro Garden Management	-77.118578	4551 Cost Avenue	4551	39.045329	39
1631	Palo Alto	CA	94301	62	"Warehouse Club, Inc."	-122.115851	3889 Duck Creek Road	3889	37.44666	37
1632	Knoxville	IA	50138	59	Castle Realty	-93.216405	4961 Park Boulevard	4961	41.299967	41
1633	Los Angeles	CA	90017	79	Shoe Town	-118.314963	1260 Nickel Road	1260	34.092645	34
1634	Centennial	CO	80112	53	Paul's Record Hut	-104.785519	3828 Roy Alley	3828	39.675296	39
1635	Cadiz	OH	43907	76	Brooks Fashions	-81.104118	420 Old House Drive	420	40.254222	40
1636	Austin	TX	78701	29	Monk Real Estate Service	-97.684642	2464 Ashton Lane	2464	30.346696	30
1637	Baton Rouge	LA	70806	27	Protean	-91.141468	2756 Coventry Court	2756	30.522308	30
1638	Greensboro	NC	27406	83	Red Baron Electronics	-79.646995	3602 Jones Avenue	3602	36.083646	36
1639	Blodgett	OR	97326	23	Asian Junction	-123.69706	2570 Sycamore Road	2570	44.632167	44
1640	Oklahoma City	OK	73102	33	Northern Star	-97.502542	3107 Cody Ridge Road	3107	35.54482	35
1641	Omaha	NE	68114	81	Strongbod	-96.119451	2888 Poling Farm Road	2888	41.308822	41
1642	Indianapolis	IN	46218	47	Cut Rite	-86.059788	199 Barfield Lane	199	39.816839	39
1643	Spokane	WA	99202	85	Gamble-Skogmo	-117.382738	1480 Mudlick Road	1480	47.747905	47
1644	Oshkosh	WI	54901	48	Brendle's	-88.429853	1583 Rockford Mountain Lane	1583	44.101417	44
1645	Lafayette	IN	47095	61	Gamma Grays	-86.777074	3386 Sugarfoot Lane	3386	40.401239	40
1646	San Antonio	TX	78217	84	Two Pesos	-98.521948	579 Fidler Drive	579	29.602345	29
1647	Providence	RI	2903	55	Kinney Shoes	-71.411445	184 Bond Street	184	41.772192	41
1648	Shingleton	MI	49884	84	Magna Gases	-86.481858	621 Wood Duck Drive	621	46.361847	46
1649	Scottdale	PA	15683	75	Rink's	-79.582009	2241 Platinum Drive	2241	40.011622	40
1650	Owensboro	KY	42301	52	Monit	-87.275598	2063 Shady Pines Drive	2063	37.694228	37
1651	Cabot	AR	72023	25	Mikro Designs	-92.068146	947 Masonic Hill Road	947	35.029981	35
1652	Norcross	GA	30091	50	Monit	-84.27795	604 Fowler Avenue	604	33.945887	33
1653	Dallas	TX	75204	63	Sistemos	-96.707927	2100 Whitetail Lane	2100	32.794668	32
1654	Honolulu	HI	96819	21	Lazysize	-157.79229	499 Randall Drive	499	21.302893	21
1655	Syracuse	NY	13202	78	Gamble-Skogmo	-76.228216	1321 Oak Street	1321	43.094157	43
1656	Purdin	MO	64674	58	Video Concepts	-93.203042	2553 Fairmont Avenue	2553	40.032372	40
1657	Columbus	MS	39701	39	Desert Garden Help	-88.459991	1736 Brownton Road	1736	33.447332	33
1658	Clarksville	TN	37040	41	Coon Chicken Inn	-87.397738	1463 McDowell Street	1463	36.523573	36
1659	Altoona	PA	16601	43	Disc Jockey	-78.471728	2984 Spadafore Drive	2984	40.615902	40
1660	Miami	FL	33169	44	Parts America	-80.312943	2538 Travis Street	2538	25.951701	25
1661	Portland	OR	97220	34	Action Auto	-122.49028	1453 Hope Street	1453	45.502929	45
1662	Baltimore	MD	21201	32	Exact Realty	-76.540642	2916 Bobcat Drive	2916	39.199425	39
1663	East Rochester	NY	14445	42	Suncoast Video	-77.505749	2003 Caldwell Road	2003	43.138424	43
1664	Valley Springs	MN	57068	21	AJ Bayless	-96.482828	3715 Trymore Road	3715	43.6466	43
1665	Camden	NJ	8102	40	DGS HomeSource	-75.208845	4872 Dark Hollow Road	4872	39.870375	39
1666	Gillett Grove	IA	51341	20	Poore Simon's	-94.984142	3834 Clousson Road	3834	42.951198	42
1667	Camden	NJ	8102	56	Wild Oats Markets	-75.138819	2336 Dark Hollow Road	2336	39.933824	39
1668	Tacoma	WA	98402	84	Strategy Consulting	-122.482729	4303 Horizon Circle	4303	47.359182	47
1669	Pottsville	PA	17901	70	A+ Investments	-76.11984	2979 Stoney Lonesome Road	2979	40.756548	40
1670	Goleta	CA	93117	64	Omni Architectural Designs	-120.227072	2648 Creekside Lane	2648	34.510516	34
1671	Citrus Heights	CA	95610	78	Reliable Investments	-121.283528	1733 Timber Ridge Road	1733	38.779223	38
1672	Los Angeles	CA	90017	79	Earthworks Yard Maintenance	-118.199702	3029 Kerry Way	3029	34.132775	34
1673	Montgomery	AL	36116	23	Complete Tech	-86.24936	351 Willow Greene Drive	351	32.238378	32
1674	Elkhart	IN	46516	63	Listenin' Booth	-85.902527	2686 Villa Drive	2686	41.638838	41
1675	El Paso	TX	79906	32	Rickel	-106.327866	1742 Ward Road	1742	31.863588	31
1676	Boca Raton	FL	33434	25	Ransohoffs	-80.076111	1927 Mulberry Lane	1927	26.449269	26
1677	Maple Shade	NJ	8052	74	Titania	-74.893956	3297 Lincoln Street	3297	39.92832	39
1678	Cincinnati	OH	45202	50	Corpbay	-84.576119	4465 Goldie Lane	4465	39.159046	39
1679	Gray	ME	4039	73	Buena Vista Garden Maintenance	-70.264262	4306 Victoria Court	4306	43.827681	43
1680	Cambridge	MA	2142	50	Pacific Stereo	-71.109382	4821 Christie Way	4821	42.322578	42
1681	Floydada	TX	79235	78	Home Centers	-101.179609	2506 Emma Street	2506	34.042048	34
1682	Los Angeles	CA	90017	64	Sistemos	-118.186523	1196 Red Maple Drive	1196	34.116884	34
1683	Garfield Heights	OH	44125	85	McDuff	-81.666042	3839 Peaceful Lane	3839	41.455177	41
1684	Abilene	TX	79601	33	Monk Real Estate Service	-99.769958	4474 Seth Street	4474	32.632621	32
1685	Belle	MO	65013	80	Orion	-91.770975	2371 Mandan Road	2371	38.285276	38
1686	Seattle	WA	98109	47	Ransohoffs	-122.379805	110 Elliot Avenue	110	47.622091	47
1687	Lexington	MA	2173	46	Coffey's Market	-71.282346	1703 Hampton Meadows	1703	42.50017	42
1688	Frederick	MD	21701	78	Thrift Auto Parts	-77.308344	1684 Pine Tree Lane	1684	39.463173	39
1689	Fort Walton Beach	FL	32569	61	Hugh M. Woods	-86.648134	1919 Drainer Avenue	1919	30.484452	30
1690	South Burlington	VT	5403	42	Judy's	-73.172089	3885 Hardman Road	3885	44.409258	44
1691	Nashville	TN	37211	19	Anderson-Little	-86.801102	3200 Buffalo Creek Road	3200	36.103704	36
1692	Pittsburgh	PA	15219	39	Vitagee	-79.943355	3557 Chandler Hollow Road	3557	40.431879	40
1693	Plymouth Meeting	PA	19462	34	Scotty's Builders Supply	-75.214228	4982 Tree Top Lane	4982	40.042612	40
1694	North Kingstown	RI	2852	27	Express Merchant Service	-71.452091	1906 Bond Street	1906	41.658361	41
1695	Hartford	CT	6103	77	Burstein-Applebee	-72.711892	1924 Maxwell Street	1924	41.818727	41
1696	Indianapolis	IN	46225	79	Isaly's	-86.100715	133 Overlook Drive	133	39.723872	39
1697	Charlotte	NC	28263	75	Adapt	-80.789047	2745 Snyder Avenue	2745	35.3018	35
1698	San Gabriel	TX	76577	46	Hoyden	-97.266724	4049 Brentwood Drive	4049	30.703145	30
1699	Waterbury	CT	6702	47	Dynatronics Accessories	-73.04065	1809 Whitman Court	1809	41.604098	41
1700	Carbondale	KS	66414	42	Wise Appraisals	-95.780561	1940 Sherman Street	1940	38.789994	38
1701	Los Angeles	CA	90017	42	J. B. Van Sciver	-118.350014	2291 Williams Avenue	2291	34.010864	34
1702	Woodstock	GA	30188	46	Tweeter	-84.440234	48 Elk Creek Road	48	34.104018	34
1703	Ector	TX	75439	55	Exact Realty	-96.368652	4802 Alpha Avenue	4802	33.647147	33
1704	Houston	TX	77027	66	Farrell's Ice Cream Parlour	-95.491897	11 Adams Drive	11	29.821152	29
1705	Grand Rapids	MI	49546	35	Buckeye Furniture	-85.548256	4828 West Street	4828	42.886281	42
1706	Roxbury	MA	2119	35	Envirotecture Design	-71.122728	2201 Hinkle Lake Road	2201	42.286402	42
1707	Battle Creek	MI	49017	28	Golf Augusta Pro Shops	-85.170206	3646 Echo Lane	3646	42.387583	42
1708	Newark	NJ	7102	79	Naugles	-74.259413	4057 Goldleaf Lane	4057	40.736804	40
1709	Hartford	CT	6103	69	Plunkett Home Furnishings	-72.772596	3079 Cheshire Road	3079	41.734143	41
1710	Columbia	MD	21045	50	Grodins	-76.879271	2071 Hickory Heights Drive	2071	39.209492	39
1711	Anniston	AL	36207	74	Sam Goody	-85.603259	1906 Ritter Street	1906	33.7207	33
1712	Freeport	IL	61032	26	Standard Sales	-89.643917	2155 Memory Lane	2155	42.374291	42
1713	Richmond	VA	23222	64	Finast	-77.480483	3482 Eden Drive	3482	37.617698	37
1714	Jacksonville	FL	32216	32	Belle Lady	-81.493045	2825 Cherry Tree Drive	2825	30.25045	30
1715	Farmers Branch	TX	75234	72	Cellophane Square	-96.967463	4202 Worthington Drive	4202	32.830204	32
1716	Yuma	AZ	85365	47	Bay Furniture	-114.559047	1880 Clarksburg Park Road	1880	32.777081	32
1717	Los Angeles	CA	90017	64	Capitalcorp	-118.240105	4964 Jett Lane	4964	34.007433	34
1718	Portland	OR	97209	38	Awthentikz	-122.672303	2596 New Street	2596	45.569582	45
1719	Detroit	MI	48226	37	Sambo's	-83.14351	1531 Summit Park Avenue	1531	42.34178	42
1720	Lititz	PA	17543	22	Grossman's	-76.360828	3595 Simpson Avenue	3595	40.077861	40
1721	West Allis	WI	53227	51	Vari-Tec	-87.908437	2876 Grant View Drive	2876	43.029424	43
1722	Dallas	TX	75212	61	Just For Fun	-96.918752	780 Poco Mas Drive	780	32.799127	32
1723	Providence	RI	2906	53	Farrell's Ice Cream Parlour	-71.43356	2870 Melm Street	2870	41.847668	41
1724	Charlotte	NC	28209	77	Ukrop's Super Market	-80.880598	1254 Goosetown Drive	1254	35.161992	35
1725	Dayton	OH	45402	69	Auto Palace	-84.248283	2405 College Avenue	2405	39.804811	39
1726	Gulfport	MS	39501	80	Service Merchandise	-89.196283	4561 O Conner Street	4561	30.311148	30
1727	Corpus Christi	TX	78476	41	Realty Depot	-97.545678	2784 Glenview Drive	2784	27.78726	27
1728	Lawrence	KS	66044	82	Netcom Business Services	-95.131811	977 Nicholas Street	977	39.052238	39
1729	Southfield	MI	48075	64	Knox Lumber	-83.269337	1385 Tuna Street	1385	42.399265	42
1730	Bridgeville	PA	15017	50	Cuppy's Coffee	-80.219603	2867 Stuart Street	2867	40.338373	40
1731	Washington	VA	20011	52	World Radio	-77.015846	3883 Cabell Avenue	3883	38.860971	38
1732	Long Island City	NY	11101	81	Crandall's Fine Furniture	-74.009539	4209 Scott Street	4209	40.794899	40
1733	Springfield	CO	81073	28	Infinity Investment Plan	-102.570723	3321 River Road	3321	37.469855	37
1734	Oxnard	CA	93032	52	Alladin's Lamp	-119.213712	2000 Timber Oak Drive	2000	34.186674	34
1735	Crafton	PA	15205	31	J. K. Gill Company	-80.101205	1623 Platinum Drive	1623	40.425245	40
1736	Phoenix	AZ	85003	79	Plan Smart Partner	-111.98748	3260 Griffin Street	3260	33.441004	33
1737	Prescott	AZ	86301	75	Jitney Jungle	-112.337651	3099 Skips Lane	3099	34.640879	34
1738	Tucson	AZ	85710	84	Wells & Wade	-110.832231	735 Dogwood Lane	735	32.131612	32
1739	Salt Lake City	UT	84104	42	Starship Tapes & Records	-112.029781	3654 Tori Lane	3654	40.742013	40
1740	Los Angeles	CA	90071	37	Isaly's	-118.292977	4259 Evergreen Lane	4259	34.138916	34
1741	Norcross	GA	30071	31	Chatham	-84.207262	385 Adonais Way	385	33.852151	33
1742	Metairie	LA	70007	54	Super Place	-90.160672	4706 Woodland Avenue	4706	29.94122	29
1743	Saint Louis	IL	63146	60	Simply Save	-90.468496	2758 Davis Court	2758	38.781527	38
1744	Fresno	CA	93704	57	Independent Wealth Management	-119.855269	855 Center Avenue	855	36.752302	36
1745	Memphis	TN	38110	32	Coffey's Market	-89.895669	4364 Lightning Point Drive	4364	35.249758	35
1746	Cleveland	OH	44115	51	Food Fair	-81.759943	1804 Sunny Glen Lane	1804	41.445445	41
1747	Gainesville	FL	32601	63	E.J. Korvette	-82.224384	3341 Rhapsody Street	3341	29.570149	29
1748	Austin	TX	78664	24	Jitney Jungle	-97.852985	1839 Valley Lane	1839	30.308867	30
1749	Washington	MD	20024	77	Maloley's Finer Foods	-77.0282	3536 Bluff Street	3536	38.795895	38
